"pid","commentsText"
"59611","good  hospitals  me  comen?#+@2013 09 12T09:42:19+0000"
"59612","Appolo hospital is gud?#+@2013 09 14T17:57:53+0000Appolo BSR CG is really a nightmare?#+@2013 09 14T17:57:25+0000My hosptl nd clg Apollo BSR C G?#+@2013 09 12T07:51:08+0000god titmand in this hospital?#+@2013 09 12T06:51:01+0000"
"59613","thanks?#+@2013 09 11T14:20:36+0000"
"59614","Test mai best?#+@2013 09 11T15:05:29+0000"
"59615","Dear All  
Thank you for your appreciation ?#+@2013 09 12T09:41:45+0000Apollo cares the patients?#+@2013 09 11T17:08:20+0000Credible ?#+@2013 09 11T15:11:05+0000Apollo means Perfection and affection to serve the people as they have true Love and honesty in mind of Prominent Doctors   Good wishes   Shree Radhe   ?#+@2013 09 11T14:14:46+0000great   congrt to the team for success ?#+@2013 09 11T12:30:09+0000Congrats to the team & hospital great  ?#+@2013 09 11T12:01:40+0000:)?#+@2013 09 11T11:48:48+0000"
"59616","nyc?#+@2013 09 11T09:49:57+0000"
"59617","Reduces pre eclampsia in high risk women also?#+@2013 09 11T09:46:33+0000thankyou?#+@2013 09 11T13:42:39+0000Full vitamin?#+@2013 09 11T10:50:51+0000Thanks ?#+@2013 09 11T08:30:10+0000Thank?#+@2013 09 11T08:22:18+0000Jiska uric acid hai wovi tomato kha sakte hai??#+@2013 09 11T08:17:12+0000tomatoes are good for heart  ?#+@2013 09 11T10:28:23+0000"
"59618",""
"59619","Our ngo Helping hands Jodhpur is very well connected to blood donation campaign and we are also trying to motivate people for blood donation here in Jodhpur Baba Ramdev Samaj Sewa Sansthan is doing marvelous work for blood donation ?#+@2013 09 12T04:45:24+0000"
"59621","is it really safe any live example     or ref of experienced statment?#+@2013 09 13T15:02:57+0000Is it safe   i mean after lipo there is no efect   uh ?#+@2013 09 10T13:07:22+0000"
"59622","Why  flavoured ? Why not the real flavour??#+@2013 09 10T10:14:43+0000Only this much of food enough??#+@2013 09 10T15:41:30+0000I like thise Apollo Hospital?#+@2013 09 18T06:11:35+0000(y)?#+@2013 09 10T08:41:38+0000"
"59623","thanks for sharing?#+@2013 09 10T09:57:42+0000"
"59624","I love that  Congrats    Whatabout thyroid disease end patient? Is there any treatment possibility there??#+@2013 09 17T16:25:23+0000cangrats?#+@2013 09 10T08:02:56+0000vry gud bt kash hamare kishtwar me bhi iske koi branch hoti?#+@2013 09 10T05:07:06+0000Gud wrk Thanx Apollo?#+@2013 09 10T04:46:52+0000Wer s it aynambakam??#+@2013 09 10T05:54:45+0000"
"59625","Fantastic Idea   ?#+@2013 09 10T16:02:46+0000The link doesn t work?#+@2013 09 10T15:40:37+0000Nice ?#+@2013 09 10T15:35:13+0000(y)?#+@2013 09 10T15:35:27+0000"
"59626","v good    ?#+@2013 09 09T15:40:09+0000MY JIVANDATA    ?#+@2013 09 09T15:39:21+0000I am 76 yr M     can I donete blood     previously I donete blood yearly ?#+@2013 09 10T02:31:25+0000The cause of donation is most important    _x000D_
Every one should do ths?#+@2013 09 09T18:37:03+0000Blood is donated whole heartedly bt whn i need it is charged at a good cost evn to poor ones?#+@2013 09 09T15:46:32+0000Good?#+@2013 09 09T15:37:52+0000"
"59627","Oh?#+@2013 09 09T12:15:40+0000"
"59628","( ^ )?#+@2013 09 09T09:33:10+0000I LOVE   DR?#+@2013 09 09T07:38:14+0000"
"59629","Masha Allah      last friday ko blood donate kiya hun  ?#+@2013 09 08T15:40:41+0000Do nate ?#+@2013 09 09T01:55:42+0000My age only 23 years old n i donate blood 7 times       n Arabinda ji i help u bcz i live in chennai u give me 1 days?#+@2013 09 08T17:23:36+0000I am going there on 8th October for treatment of my mother  she is suffering from the Nephrotic syndrome fromthe last six month   ?#+@2013 09 08T17:15:11+0000Can any body help me ? I need the name of a specialist doctor of nephrology of Apollo Chennai Hospital ?#+@2013 09 08T17:12:35+0000GOOD my dear?#+@2013 09 08T16:40:34+0000THANK YOU?#+@2013 09 09T12:02:57+0000"
"59630","Hai friend?#+@2013 09 08T16:12:17+0000"
"59631","this s vry usefl to all?#+@2013 09 09T08:12:45+0000Kidney failure as well ?#+@2013 09 09T04:57:23+0000Thanks 4r advice          ?#+@2013 09 08T13:53:02+0000good aftarnoon all dr   apollo?#+@2013 09 08T08:37:30+0000"
"59632","Thinks apollo?#+@2013 09 08T10:58:21+0000"
"59633","Enti expirience baga undanukunta  Leka nuv upasana fana??#+@2013 09 08T16:31:20+0000"
"59634",""
"59635","Thanks for the tip?#+@2013 09 08T03:40:07+0000Pls tag me?#+@2013 09 07T12:51:32+0000"
"59636",""
"59637","Technological advancement is necessory for this nstion but at the same time it should be cost effective majority of indian population needs cost effective treatment not luxory as i experienced during my parents surgey and a very short periode as a doctor in apollo pl donot make this profession a business    ?#+@2013 09 07T05:09:59+0000"
"59638",""
"59639",""
"59640","hey i am in tat conference only i am so proud to be here ?#+@2013 09 06T12:38:28+0000"
"59641","(y)?#+@2013 09 06T09:46:54+0000"
"59642","Important      useful information for all?#+@2013 09 06T08:34:50+0000Useful msg?#+@2013 09 17T18:38:32+0000Thanks for your advise sir?#+@2013 09 07T04:26:13+0000thanks friend?#+@2013 09 06T15:53:24+0000these informations heip people definetely?#+@2013 09 06T11:50:26+0000thnxxxx?#+@2013 09 06T09:49:38+0000Which pain killer is suggestable??#+@2013 09 06T09:42:43+0000"
"59643","When you start panchkarma in apollo?#+@2013 09 06T04:36:39+0000"
"59644","Test of allergy tell me?#+@2013 09 08T07:03:51+0000C?#+@2013 09 07T08:48:37+0000Your posts are very interesting    ?#+@2013 09 07T08:28:41+0000But telling about first symptoms of food allergy arise quickly ?#+@2013 09 07T07:35:21+0000Apollo fans plz send frds request to me           ?#+@2013 09 07T07:33:24+0000"
"59645","Can you please detail on this ??#+@2013 09 07T10:36:50+0000i m join this hospital?#+@2013 09 08T03:24:11+0000"
"59646",""
"59647","Good?#+@2013 09 05T19:21:06+0000Yeah?#+@2013 09 05T14:39:42+0000wsh i was der    ?#+@2013 09 05T12:49:23+0000Me tooo ?#+@2013 09 05T12:51:33+0000Good 1?#+@2013 09 05T14:13:00+0000"
"59648","nice?#+@2013 09 05T10:35:22+0000Kaun Banega Crorepati_x000D_
wishes all its viewers a_x000D_
very Happy Teacher s_x000D_
Day _x000D_
Remember  Seekh na_x000D_
Bandh To Jeetna_x000D_
Bandh  _x000D_
?#+@2013 09 05T10:29:09+0000I go to the re?#+@2013 09 05T14:40:19+0000location state pl?#+@2013 09 05T10:57:45+0000Awesome West Bengal?#+@2013 09 05T10:32:49+0000"
"59650","I like this post and hope to know more about chest pain  heart attacks  &   plz post precautions too?#+@2013 09 05T08:02:14+0000nice?#+@2013 09 05T07:53:07+0000Yeah Dr  U r right  its practical experience as my mother has crossed this stage without any symptoms        ?#+@2013 09 05T07:55:15+0000(Y)?#+@2013 09 05T07:52:36+0000"
"59651",""
"59653","rakht daan maha daan?#+@2013 09 05T04:24:41+0000Plz  call me  9937343114    group o+?#+@2013 09 04T16:25:52+0000O+ 8754054721?#+@2013 09 05T08:24:23+0000call me aniy time 09737882306 my blood group o+?#+@2013 09 05T03:45:49+0000If you are given blood someone save a life ?#+@2013 09 04T18:27:15+0000Bohut kam kaam hote hai jinhe karke sukun milta hai  ye un me se ek hai   Do it /?#+@2013 09 04T18:10:49+0000My blood group a+ ha ma blood dan lai ready ha my conect num 9814431010 ha ?#+@2013 09 04T15:41:23+0000"
"59654",""
"59655","Jayka    ?#+@2013 09 04T11:04:37+0000GODs Natureopathy Healthy Wealthy Pharmacy?#+@2013 09 05T03:27:42+0000In this what are high fiber granuals??#+@2013 09 04T15:52:27+0000Got to go now?#+@2013 09 04T11:13:19+0000same ensure powder?#+@2013 09 04T11:12:15+0000Hello  apollo plz never bring me at ur gate?#+@2013 09 04T11:11:30+0000healthy food?#+@2013 09 04T11:07:07+0000Amee Prapanna wt  ur  expert comment??#+@2013 09 05T04:01:15+0000Where have you seen such research  Show us reference ?#+@2013 09 04T16:50:07+0000"
"59656","<Moneyed> Social Economical Boon <UnMoneyed> UnSocial UnEconomical Bane?#+@2013 09 05T03:43:44+0000"
"59657","thnx ?#+@2013 09 10T10:36:47+0000thanks for advice?#+@2013 09 06T08:29:45+0000Thax 4 advce?#+@2013 09 05T02:00:00+0000and do meditation 15m every day?#+@2013 09 04T17:18:28+0000You cannot prevent GERD  If you have GERD  you can try these  But these suggestions are better be followed since it has got lot other health benefits ?#+@2013 09 04T16:55:13+0000O no?#+@2013 09 04T10:59:48+0000Thanks for the advice ?#+@2013 09 04T10:09:52+0000???? ??? ????? ????#+@2013 09 04T09:32:56+0000"
"59658",""
"59659","(y)?#+@2013 09 04T05:01:32+0000"
"59660","Good job ?#+@2013 09 03T17:43:03+0000"
"59661","Mixing Ayurveda and Allopathy? Have published it any international journal??#+@2013 09 03T14:17:53+0000Cn u help me??#+@2013 09 03T12:37:46+0000Thats gud?#+@2013 09 03T13:22:06+0000ahemdabad apollo     _x000D_
visiting ryt now  ?#+@2013 09 03T12:39:55+0000"
"59662","wat was new in dat answer      ?#+@2013 09 03T10:35:13+0000Thanks?#+@2013 09 09T03:24:43+0000hahahahaha    ?#+@2013 09 03T11:29:25+0000right?#+@2013 09 03T10:45:21+0000"
"59663","tnx?#+@2013 09 03T14:40:14+0000Thank u apolo?#+@2013 09 03T11:42:06+0000Thanks apollo?#+@2013 09 03T09:37:38+0000Thanks for this informatons?#+@2013 09 03T09:17:10+0000so vague?#+@2013 09 03T09:04:48+0000"
"59664","like us work?#+@2013 09 03T07:53:24+0000"
"59665",""
"59666",""
"59668","Bronchitis  se bachne ke liye kya kare??#+@2013 09 02T09:56:12+0000So I say        quit smoking   ?#+@2013 09 02T09:15:54+0000He he    Does the Chest X Ray in the image has Dextrocardia??#+@2013 09 03T14:27:51+0000wt will prefer a Rx 2  asthmatic patient at home in emergency ?#+@2013 09 02T10:04:57+0000Egjima ka koi jar se khatm krne ka dawa h to batao docter?#+@2013 09 02T09:25:20+0000"
"59669",""
"59670","Great?#+@2013 09 02T06:16:30+0000%?#+@2013 09 02T06:02:54+0000"
"59672",""
"59674","In a workshop but like wrnt comfortable so let me change ma posture   ?#+@2013 09 03T06:27:15+0000For preventing back pain change d position for about 5 minute?#+@2013 09 02T03:49:53+0000Bst 4 brain tumr?#+@2013 09 01T12:29:09+0000For Preventing Back Pain Remember BBC(Buttocks Back To Chair)  and For You Salil You Better Start With Early Physiotherapy For Ankylosing Spondilitis   ?#+@2013 09 01T11:00:59+0000If life s more importnt dn money   dn apollo s d bst option ?#+@2013 09 01T09:28:54+0000Pl add some tips for ankylosing spondilitis  ?#+@2013 09 01T08:38:30+0000good?#+@2013 09 01T08:33:16+0000Nice yr ?#+@2013 09 01T08:31:23+0000good one?#+@2013 09 01T08:30:36+0000Multis spl   ?#+@2013 09 01T18:01:43+0000"
"59675",""
"59676",""
"59677",""
"59678",""
"59679","Not (who) how?#+@2013 08 31T09:14:14+0000Yes docter tell smethng about who to less our weight tell us some dite?#+@2013 08 31T09:13:40+0000"
"59680",""
"59681","sit in proper posture & do regular exercise?#+@2013 08 31T05:38:42+0000For neck pain it s better to consult a physiotherapist ?#+@2013 08 30T14:40:59+0000Yaa It Comes Under Physiotherapist    All Have To consult Physio For Any Kind Of Pain    ?#+@2013 08 30T17:23:39+0000"
"59682","apna ane bala siryl ek bud isk        6 9 013 se star puls pr  im ar test  ap sharma   dekhana n bhuliye ga?#+@2013 08 30T16:52:40+0000apna nya siriyl  ak bud isk  im ar test  ap sharma?#+@2013 08 30T16:47:15+0000kya lagtiho?#+@2013 08 30T16:43:36+0000Wao kya jgh h      yhan jakr to sari tension door ho jaye superb    ?#+@2013 08 30T11:25:37+0000nic  place?#+@2013 08 30T12:47:58+0000"
"59683","kya garibo ka bhi ilaaz karte ho?#+@2013 08 30T11:25:28+0000tea in night      ? i think tea is not good befor sleep?#+@2013 08 30T08:22:04+0000good?#+@2013 08 30T17:24:02+0000A real post of the present time  Thanx ?#+@2013 08 30T09:27:41+0000according ayurved and practically also tea is restricted before going to bed so plz clear what is right?#+@2013 08 30T08:58:10+0000coconut water????#+@2013 08 30T08:20:34+0000"
"59684","ok?#+@2013 08 30T06:23:24+0000"
"59685","I m ready nd i m a+?#+@2013 08 31T06:41:35+0000plz?#+@2013 08 31T02:20:07+0000I would?#+@2013 08 30T18:46:29+0000Yes please?#+@2013 08 30T16:45:02+0000Im all ready 32time donate tha my blood my blood grup is a B Negetive?#+@2013 08 30T16:01:35+0000I would like to?#+@2013 08 30T15:55:48+0000Only share with   needy     Hence count me in?#+@2013 08 31T11:15:14+0000"
"59686","the complet hospital?#+@2013 08 30T12:37:18+0000"
"59687","It is gud for those pepl who hd hair fll prblm?#+@2013 08 30T07:33:46+0000Thnks?#+@2013 08 29T14:44:21+0000nice?#+@2013 08 29T12:28:46+0000"
"59689","natural beauty of this place?#+@2013 08 29T14:11:43+0000nice place   ?#+@2013 08 29T12:42:35+0000nice place of nature?#+@2013 08 29T11:51:17+0000my childhood study place still remember?#+@2013 08 29T11:33:43+0000Nil geri  ?#+@2013 08 29T11:12:23+0000"
"59690","1 dbt?#+@2013 08 29T10:21:08+0000one qus ?#+@2013 08 29T09:56:55+00001 qus?#+@2013 08 29T09:51:37+0000service is good but more carefull about glass of water?#+@2013 08 29T09:43:36+00001 qus  Hai?#+@2013 08 29T09:37:12+0000hey i want to regsted over der for blood donoer cn u plz hlp me out?#+@2013 08 29T09:34:56+0000"
"59692","how HIV can b a health risk?#+@2013 08 29T15:44:23+0000sasd vfdg wkhwu h iwk v jdfh ka sufnrs  hek hi jnhg s  jdfukjfi jv fuck plese come to me?#+@2013 08 29T11:28:21+0000liver problems including tumours?#+@2013 08 29T10:31:41+0000awsum?#+@2013 08 29T07:31:52+0000"
"59693","VERY IMPORTANT  EVERYBODY MUST WATCH AND UNDERSTAND?#+@2013 08 30T00:25:33+0000"
"59694","which is the best treatment available for laryngit?#+@2013 08 29T06:27:30+0000What is actualy ethinitis and treatment ?#+@2013 08 29T05:23:44+0000What is a teratment of height and weight?#+@2013 08 29T04:54:14+0000for hoarseness of voice  speech therapy where reduction of high impact stress to the vocal cord and to reduce swelling there is a short course of steroids(prednisone n dexamethazone) then fr viral infection  provide humidified air acetaminophen or ibuprofen   ?#+@2013 08 29T04:41:42+0000Yes?#+@2013 08 29T09:54:02+0000which is the best treatment available for laryngitis??#+@2013 08 29T06:27:50+0000In the vocal card nd swelling infection this type of infection   for treatment  ceproplaxacin n pcm tab  but allofetic tret not don this type of infection  ?#+@2013 08 29T04:49:18+0000"
"59695","donate blood save life?#+@2013 08 29T05:16:21+0000???? ????? ?????????? ?? ??????? ??????????   ?#+@2013 08 28T17:24:48+0000i do every 6mths?#+@2013 08 28T17:16:22+0000its necessery?#+@2013 08 28T15:35:21+0000great humanism work of u?#+@2013 08 28T15:32:00+0000Good step ?#+@2013 08 28T15:41:08+0000"
"59696","I AM A DOCTOR / CLINICIAN / TEACHER / MOTIVATOR     I NEED 2 KEEP ON TALKING WITH MY PATIENTS ALL THE TIME  SOMETIMES MY THROAT GOES DRY & I START HAVING A DRY COUGH FOR NEARLY AN HOUR    ALL TESTS DONE PROVE NORMAL RANGE    WHAT DO I DO????#+@2013 08 28T14:55:34+0000By profession im a teacher      i cant teach above a particular range of sound       i find it dificult      ?#+@2013 08 28T14:39:35+0000dear sir hello i m raza ahmad sir mujhe stomuch mai pain hai or dr ghao (stone) bata rhe h t surgury better hai ki medicin sae karwau?#+@2013 08 28T13:47:53+0000Voice choked ?#+@2013 08 28T14:06:04+0000"
"59697","Where is this hospital ?i have been suffering from a problem with my vocal cord for a long time (one year)and i need to consult with an ent specialist  may i receive any advice from here ?thanks ?#+@2013 08 28T14:03:12+0000ear infection any qury plz upload the facebook page ?#+@2013 08 28T12:35:29+0000why the fee is so high     ?#+@2013 08 28T11:45:41+0000hey i ve sum qury?#+@2013 08 28T11:39:11+0000"
"59698",""
"59699",""
"59700","Asia s no1 hospital in the world   ?#+@2013 08 28T06:00:55+0000No ONE         ?#+@2013 08 28T06:07:54+0000Ya my famly like this hospital?#+@2013 08 28T06:44:26+0000(y)?#+@2013 08 28T05:58:45+0000"
"59701","Happy janmastmi?#+@2013 08 28T15:16:00+0000"
"59703","Dear All  
Thank you for your wishes ?#+@2013 08 28T06:46:46+0000good ?#+@2013 08 28T14:52:58+0000no one hospital   ?#+@2013 08 28T02:42:15+0000Best hospital?#+@2013 08 28T02:20:51+0000Keep it up  Apollo Hospitals going from  silver lining to golden lining today ?#+@2013 08 27T18:18:40+0000Many many return of day apke larki ke lye?#+@2013 08 27T18:03:15+0000we like to see apollo at Assam too we visit Apollo once a month at new delhi ?#+@2013 08 27T17:25:45+0000Good netwark of the appollo for any city not a particular cites for any like any sarvices ?#+@2013 08 27T17:06:08+0000"
"59704","I like thams?#+@2013 08 27T16:51:06+0000Life is better left a nonveg           ?#+@2013 08 27T16:10:16+0000 h koi?#+@2013 08 27T16:08:17+0000I love ?#+@2013 08 27T16:06:26+0000"
"59705","To serve Mirzapuir   U P Area    Allocate   Apollo   As we need     Serve the people is motive of Apollo   Good wishes   for silver celebration    Shree Radhe   ?#+@2013 08 27T17:28:08+0000Masha allah?#+@2013 08 27T17:03:09+0000Nice?#+@2013 08 27T15:07:05+0000"
"59706","Blissful life ahead   ?#+@2013 08 27T17:16:50+0000Good luck?#+@2013 08 27T14:49:23+0000"
"59708","Dear All 
Thank you for your kind words ?#+@2013 08 28T06:33:28+0000world number 1 hospital  apollo?#+@2013 08 27T14:12:28+0000Best wishes?#+@2013 08 27T13:04:07+0000Yeah  its so good place for treatment  i like Apollo hospital gandhinagar ?#+@2013 08 27T11:52:29+0000Very good facility and care my parents both r alive because of apollo hospital and very experienced doctors and staff?#+@2013 08 27T11:40:54+0000jiska pas money uskalya thik hai    ?#+@2013 08 27T10:26:24+0000"
"59711","Dear All 
Thank you for your compliments ?#+@2013 08 28T06:04:33+0000Best hospital in delhi?#+@2013 08 28T06:05:23+0000i am so happy to be a part of apollo?#+@2013 08 27T06:20:33+0000BEST HOSPITAL FOR HEALTH IS  Apollo Hospitals ?#+@2013 08 27T04:29:16+0000Apolo is the best in bangalore ?#+@2013 08 27T04:24:49+0000best hospital in odisha?#+@2013 08 27T04:23:41+0000Apollo is best hospital in Delhi ?#+@2013 08 27T04:20:55+0000Sam u r right?#+@2013 08 27T04:29:53+0000"
"59712","blood only hunam body m bnta hai or koi machine tyar ni kr skti   so khoon daan maha daan   ?#+@2013 08 26T15:52:52+0000Maine v kya kal ko blod donate?#+@2013 08 26T15:31:18+0000I have donate 6 times in dera sacha sauda?#+@2013 08 26T18:44:30+0000i go to Apollo hospital?#+@2013 08 26T16:49:27+0000Yes?#+@2013 08 26T16:28:13+0000Jo jae to bo retan na a ya bo pesent  ;) ?#+@2013 08 26T16:09:16+00002 time i given     ?#+@2013 08 26T16:08:28+0000jo bhi blood donate karne se darte hai unse meri request hai ek baar donate karke dekhe apko bahut acha feel hoga pls donate  ?#+@2013 08 26T16:07:03+0000Do not donate blood in a blood bank    Donate to a needy person in a hospital  ?#+@2013 08 26T16:01:51+0000Tomorrow I m going donate?#+@2013 08 26T15:35:01+0000"
"59713",""
"59716","delhi me he ?#+@2013 08 26T08:39:31+0000kaha par h bhae ye?#+@2013 08 26T08:37:36+0000"
"59717","Best hospital in india?#+@2013 08 26T14:49:45+0000Bad?#+@2013 08 26T08:13:42+0000Good?#+@2013 08 26T07:05:44+0000"
"59719","Hi  Iam A positive in case of emergancy please make a cal  8895299007?#+@2013 08 25T15:43:43+0000Donate BLOOD_x000D_
save LIFE?#+@2013 08 25T15:34:11+0000blood save save life?#+@2013 08 26T09:13:05+0000Save life?#+@2013 08 25T16:14:50+0000"
"59720","Very nice diet  ?#+@2013 08 25T17:03:18+0000THANK YOU    ?#+@2013 08 25T14:32:53+0000balance diet?#+@2013 08 25T12:48:20+0000"
"59722","thanks  : )?#+@2013 08 26T06:04:13+0000food posing ho gya hai lagta hai      ?#+@2013 08 27T08:44:06+0000Thanks ?#+@2013 08 25T13:25:49+0000Best place for curity?#+@2013 08 25T08:35:25+0000(y)?#+@2013 08 25T08:56:49+0000"
"59723",""
"59725","Primary importance of situation?#+@2013 08 24T19:31:11+0000Sorry I wud pray quickly for guidance from God?#+@2013 08 24T15:54:08+0000I wud freakout?#+@2013 08 24T15:51:54+0000"
"59726","thanks Apollo ?#+@2013 08 24T18:12:44+0000Thanx apollo?#+@2013 08 24T15:03:40+0000Tnx apollo?#+@2013 08 24T14:08:10+0000Kya baat hai bai jaan?#+@2013 08 24T14:06:15+0000"
"59727","like this?#+@2013 08 24T12:31:37+0000Dharti Dhaan Grows Fresh and healthy Organic Wheatgrass ?#+@2013 08 25T07:52:56+0000Bjp amar rahe bjp jindabad jindabad?#+@2013 08 24T12:40:37+0000"
"59728",""
"59729","Thank u for kindly information?#+@2013 08 25T09:24:20+0000thanx for information?#+@2013 08 24T10:17:17+0000Oh?#+@2013 08 24T08:31:38+0000"
"59730","Dear All 
Keep posting your queries as Dr  Shantanu Panja (Consultant  ENT  Head and Neck Surgery) will clear all your doubts tomorrow between 3 4 pm ?#+@2013 08 28T12:08:27+0000einstien ka brain mujhe laga do ?#+@2013 08 24T06:17:03+0000Voice is Buzzing due to throat infection?#+@2013 08 24T05:19:24+0000mere frnd ki tbiyt khrab he    ?#+@2013 08 24T04:42:38+0000Khuadai karin raham no thnku?#+@2013 08 24T04:36:42+0000"
"59731","22 08 2013 ko mere doner ne 86 blood bag Donet kiye for Civil hospital Nasik?#+@2013 08 23T15:39:41+0000O+Ve 8889988841 is no ?#+@2013 08 24T15:17:57+0000fress* blood requrd contact me  my Grup is O+ve ph no 9937076147(*Jauloka blood paunathiba and gariba  poor hoithiba taku direct debi ) ?#+@2013 08 24T07:08:50+0000we hav red cross society    nd m donating blood for 5th time?#+@2013 08 23T15:36:09+0000I HAD ALSO DONATED BLOOD?#+@2013 08 25T15:25:17+0000I am wat blood group just forget but good and fresh blood in my ph no +65 82865119?#+@2013 08 24T16:13:20+0000rakt dan kare aur auro ke dilo ke sath dhadke  ?#+@2013 08 24T14:50:22+0000my family have 5 member  we all are B+  9406348156?#+@2013 08 24T14:41:36+0000"
"59734"," vry nce an have any jobs in apollo hospital tell?#+@2013 08 23T06:13:23+0000very very nice?#+@2013 08 23T09:21:55+0000THANK YOU?#+@2013 08 23T13:49:34+0000Very  nice?#+@2013 08 23T06:10:27+0000very sweet dr ?#+@2013 08 23T11:37:43+0000he look like dr  dandaker  ?#+@2013 08 23T11:37:01+0000"
"59736","thank you for Apollo Hospitals  D r  by  Nitin Jain & all stap Gandhi nagar Amdabad (Gujarat) ?#+@2013 08 23T04:23:46+0000The hospital is always service for the people ?#+@2013 08 22T14:29:43+0000The excellent?#+@2013 08 28T13:18:07+0000what can i do for this offer?#+@2013 08 22T15:58:48+0000Wow?#+@2013 08 22T14:20:35+0000"
"59737","Nice appolo hospital near LIG  AB Road Indore?#+@2013 08 22T10:49:45+0000wish to visit soon  it will be great if I can male some frens there?#+@2013 08 22T17:07:33+0000nice place i will say u can visit             ?#+@2013 08 22T12:21:26+0000nic pic?#+@2013 08 22T11:42:26+0000Nice plavr

 Nice place?#+@2013 08 22T10:57:00+0000and almost apollo hospital@chennai?#+@2013 08 22T10:50:53+0000yes  i visited france colony beaches rishi arobinda aasram  ?#+@2013 08 22T10:49:53+0000"
"59739",""
"59740","Dear All 
Keep posting your queries as Dr  Shantanu Panja (Consultant  ENT  Head and Neck Surgery) will clear all your doubts tomorrow between 3 4 pm ?#+@2013 08 28T12:10:14+0000Sometimes voice is choked ?#+@2013 08 22T04:52:51+0000Soaking of throat ?#+@2013 08 28T12:59:48+0000Chintu sabse pehale aur sabse bare tum hoo aur koi ni hai?#+@2013 08 22T04:36:00+0000Hey few days before u said dat i ll recive or get information requrding cunfermation of m been registard for blood donate but i didnt got any cunfarmation call or msg?#+@2013 08 22T04:35:17+0000"
"59741","Good?#+@2013 08 23T04:38:00+0000THANK YOU    ?#+@2013 08 23T13:52:15+0000"
"59744","When is the apollo medical college starting ??#+@2013 08 21T07:45:38+0000tell about age limt?#+@2013 08 21T15:39:30+0000"
"59745","I had brain injury   The Kolkata Apollo Doctor B K Singhania with God s help gave my life back   Apollo is the best?#+@2013 08 21T06:31:57+0000Apollo  is the best?#+@2013 08 21T08:39:06+0000Best apollo mai 24july se 4august tak yaha rahi  sab kuch perfect hai?#+@2013 08 21T07:57:40+0000**very good treatment apollo**?#+@2013 08 21T06:33:15+0000(y)?#+@2013 08 21T06:30:57+0000best apollo?#+@2013 08 21T06:12:53+0000heard a lot  and are much appreciated  ?#+@2013 08 21T06:43:29+0000"
"59747","If someone  far away frm city may b remote area u guys said ;can it proceed? Here androidphone much  instead of that first aid process make out ?#+@2013 08 21T03:23:43+0000those who dnt hv an android ph??#+@2013 08 20T16:03:22+0000"
"59749","Thx Appolo?#+@2013 08 20T15:41:50+0000bt what about to gain wt      I want to be fatty      plz solution?#+@2013 08 20T11:59:48+0000All frdssssssssss plz add me Dr an narsh ss?#+@2013 08 20T10:31:13+0000thank you so much apollo     ?#+@2013 08 23T15:00:02+0000sir what can I do loose my fat on belly & the main problem is not digest proper my meal???? plz some advice for it?#+@2013 08 21T14:31:59+0000Sir  after my tubactomy  I am not able to reduce my weight   Now I am 35 years old  What is the solution??#+@2013 08 20T15:42:04+0000gr?#+@2013 08 20T11:55:25+0000"
"59750","thanks?#+@2013 08 20T11:52:15+0000"
"59751","Thanks for the Video ?#+@2013 08 20T16:21:39+0000Good for us thanks appolo?#+@2013 08 20T07:25:28+0000gud mornig all dr happy rksha badhan?#+@2013 08 20T06:17:27+0000"
"59755","Acknowlege it ?#+@2013 08 23T03:29:40+0000Thank u sir  Many many thank sir ?#+@2013 08 20T00:10:04+0000"
"59756","i donate 24time 
my blood grup B ?#+@2013 08 20T01:08:33+0000I m ready?#+@2013 08 19T21:44:47+0000i donate 3 times?#+@2013 08 19T21:23:26+0000i am donate  for 4 time       ?#+@2013 08 19T15:42:20+0000(y)?#+@2013 08 19T16:07:58+0000"
"59757","B+ available    ?#+@2013 08 19T03:06:38+0000O+ available / age 70+?#+@2013 08 19T10:19:35+0000plz donate blood save life?#+@2013 08 19T09:35:38+0000Kuch samje?#+@2013 08 18T15:58:03+0000Ei Wednesday the(august 21)Nehru children`s museum e blood donation camp ache pls donate u r blood ?#+@2013 08 18T15:54:57+0000"
"59758","thank you    delicious?#+@2013 08 18T13:24:54+0000Yes u r gd  Special thanks to Dr  Gulati yash & team  Nurses:  Anjali Krishna  vidyn mohan  resmi & deepa chanagran (6th floor) from Vincent chigbundu* patient  ?#+@2013 08 18T15:26:02+0000Best?#+@2013 08 18T12:47:45+0000"
"59760","Merci images belles paroles?#+@2013 08 18T09:05:23+0000i have pain in my left knee joint and other parts of bodies like as back hips   pls solution?#+@2013 08 18T09:01:08+0000i am a diabetic patients pl tell me my diat i am 84kgs and 5 10my hight ?#+@2013 08 18T08:59:00+0000and sometime pus formation may occur in ear?#+@2013 08 18T08:50:47+0000Very informative?#+@2013 08 19T03:29:09+0000Vaibhav  i hv oil n life long pain nahi hoga?#+@2013 08 18T09:27:23+0000"
"59761","Childcaring is responsibility of mother n look after 4 fther  Is it ??#+@2013 08 22T04:31:28+0000motherhood care is one of the woman s life :) and thanks to inform apollo :)?#+@2013 08 20T05:00:58+0000Care beyond compare?#+@2013 08 18T18:09:46+0000Sooo nicee jii?#+@2013 08 18T09:07:49+0000mother care?#+@2013 08 18T06:21:17+0000"
